timestamp_s,pos_lat,pos_lon,pos_alt,vel_north_mps,vel_east_mps,vel_down_mps,vel_forward_mps,heading_deg,pitch_deg,roll_deg,pos_uncertainty_m,vel_uncertainty_mps,heading_uncertainty_deg,gnss_trust_weight,gnss_active,active_speed_source,zupt_active,maneuver_state,raw_gps_lat,raw_gps_lon,outage_risk,snapped_lat,snapped_lon
0.0,52.40166,-1.50529,147.5,-0.14499396713760246,-0.2687209684304945,0.0,0.30534277358490564,-118.34999999999997,0.0,0.0,5.1898008552880075,0.9712858623572642,10.46073029638585,0.3,True,nan,False,gentle_curve,52.40166,-1.50529,,52.4028821,-1.5103178
0.1,52.401659858541386,-1.5052904685603896,147.5,-0.2971802853022389,-0.5552559939630236,0.0,0.629781978786457,-118.15627333824659,0.0,0.0,3.8567359827878906,0.9499650352642395,8.110471209746255,0.3,True,nan,False,gentle_curve,52.40166,-1.50529,,52.4028821,-1.5103178
0.199,52.401659633575505,-1.5052911938909936,147.5,-0.3847091915428814,-0.7231523230412362,0.0,0.8191156477430485,-118.01249301089435,0.0,0.0,3.208743492937841,0.9310762098604323,6.865705445919819,0.3,True,nan,False,gentle_curve,52.40166,-1.50529,,52.4028821,-1.5103178
0.299,52.40165929142515,-1.505292287174808,147.5,-0.5274407217141454,-0.999751432044543,0.0,1.130352440965849,-117.81486774590527,0.0,0.0,2.8088108798451823,0.914304478024417,6.068960636731574,0.3,True,nan,False,gentle_curve,52.40166,-1.50529,,52.4028821,-1.5103178
0.4,52.401658863991855,-1.5052936443136293,147.5,-0.6358295392434867,-1.2058392001705114,0.0,1.3632048194025883,-117.80232933658839,0.0,0.0,2.5320454449221095,0.8993886496744757,5.505981719222664,0.3,True,nan,False,straight,52.40166,-1.50529,,52.4028821,-1.5103178
0.499,52.4016583913643,-1.5052951479178747,147.5,-0.7130195380321546,-1.3627796513751955,0.0,1.538039414260209,-117.61900090399824,0.0,0.0,2.327063521817805,0.8860007333152434,5.0831867196735745,0.3,True,nan,False,straight,52.40166,-1.50529,,52.4028821,-1.5103178
0.6,52.40165786029301,-1.5052968298421354,147.5,-0.7837050424079839,-1.4941808974212223,0.0,1.6872374307471338,-117.67722563536098,0.0,0.0,2.1687162283599473,0.874089135679597,4.752455805313978,0.3,True,nan,False,straight,52.40166,-1.50529,,52.4028821,-1.5103178
0.7,52.40165731539213,-1.5052985468318223,147.5,-0.8196939812812108,-1.5548515549808608,0.0,1.7576864285119354,-117.79751310160415,0.0,0.0,2.042489941471127,0.8633531864073656,4.485974136568662,0.3,True,nan,False,straight,52.40166,-1.50529,,52.4028821,-1.5103178
0.8,52.40165674717493,-1.5053003209230742,147.5,-0.862491360606357,-1.617664534411017,0.0,1.8332293618125957,-118.06523257321635,0.0,0.0,1.9397345900207603,0.8536941118287091,4.26652342654256,0.3,True,nan,False,straight,52.40166,-1.50529,,52.4028821,-1.5103178
0.899,52.401656167277295,-1.505302117526386,147.5,-0.9014043778956462,-1.6736830238992875,0.0,1.9009851964121394,-118.3058096075726,0.0,0.0,1.854607028679549,0.8449186289796383,4.082695447618716,0.3,True,nan,False,straight,52.40166,-1.50529,,52.4028821,-1.5103178
1.0,52.401655568491954,-1.505303964911053,147.5,-0.9207084968393511,-1.6999633521577444,0.0,1.933282062926042,-118.44019278769653,0.0,0.0,1.7836577305116947,0.8371263203016636,3.926733250334016,0.3,True,nan,False,straight,52.40166,-1.50529,,52.4028821,-1.5103178
1.099,52.40165502399533,-1.5053056486258416,147.5,-0.8754940648981341,-1.6138977162782258,0.0,1.8360707220256878,-118.47858458517334,0.0,0.0,1.7234192762682283,0.8299101850184646,3.792869795905511,0.3,True,nan,False,straight,52.40166,-1.50529,,52.4028821,-1.5103178
1.199,52.40165444320418,-1.505307443048541,147.5,-0.9304783532800488,-1.715317364954536,0.0,1.9514362988417848,-118.47773252992354,0.0,0.0,1.6723287818858277,0.8234365211908382,3.677067729672185,0.3,True,nan,False,gentle_curve,52.40166,-1.50529,,52.4028821,-1.5103178
1.299,52.40165384386976,-1.5053093053251745,147.5,-0.9766082763783169,-1.812469195382751,0.0,2.0588366398774878,-118.31700909150717,0.0,0.0,1.6286669344610327,0.8175369607944621,3.576128659417591,0.3,True,nan,False,sharp_turn,52.40166,-1.50529,,52.4028821,-1.5103178
1.399,52.40165324737056,-1.505311136026546,147.5,-1.0012808911893107,-1.8243696115440207,0.0,2.0810785431083905,-118.75959354982304,0.0,0.0,1.5912018660828067,0.8121437914599666,3.4876057895102632,0.3,True,nan,False,sharp_turn,52.40166,-1.50529,,52.4028821,-1.5103178
1.5,52.40165263931532,-1.5053130219463768,147.5,-1.032386961891531,-1.9030971388818039,0.0,2.165086963404411,-118.47882542973285,0.0,0.0,1.5591740366159996,0.8072999730866518,3.4096150394403826,0.3,True,nan,False,sharp_turn,52.40166,-1.50529,,52.4028821,-1.5103178
1.599,52.401652049113494,-1.5053148111982924,147.5,-1.071115347621653,-1.9148700766453386,0.0,2.194086483788271,-119.2212140457575,0.0,0.0,1.5310451644320324,0.8026229129841425,3.3404854986171766,0.3,True,nan,False,sharp_turn,52.40166,-1.50529,,52.4028821,-1.5103178
1.7,52.401651479204745,-1.5053165377821724,147.5,-1.0477181433493794,-1.8627374382788147,0.0,2.137171979946628,-119.35607898772311,0.0,0.0,1.5071942331378054,0.7985318650574929,3.279132174150441,0.3,True,nan,False,sharp_turn,52.40166,-1.50529,,52.4028821,-1.5103178
1.799,52.40165095908259,-1.505318096403179,147.5,-1.0354056128485594,-1.8029329925341708,0.0,2.079094071629882,-119.86830182562774,0.0,0.0,1.4859449784231538,0.7944973617210396,3.2243572226390627,0.3,True,nan,False,gentle_curve,52.40166,-1.50529,,52.4028821,-1.5103178
1.9,52.40165043146039,-1.5053196686279038,147.5,-1.0091375387472818,-1.7421173508784873,0.0,2.013288711621063,-120.08196333459942,0.0,0.0,1.4681365369021215,0.7783561898519139,3.1754829753311724,0.3,True,physics_fallback,False,gentle_curve,52.40166,-1.50529,0.0,52.4028821,-1.5103178
1.999,52.40164997321926,-1.5053210376860091,147.5,-0.974611788289238,-1.6684745132325751,0.0,1.9322720665524886,-120.29062996068977,0.0,0.0,1.4517020501130011,0.763472979884834,3.1316141024815844,0.3,True,physics_fallback,False,gentle_curve,52.40166,-1.50529,0.0,52.4028821,-1.5103178
2.099,52.40164956353401,-1.5053222623325886,147.5,-0.9282091419507545,-1.5721341292443982,0.0,1.825699299319578,-120.55817394903323,0.0,0.0,1.43725989132927,0.7498070395537276,3.0922812396812986,0.3,True,physics_fallback,False,gentle_curve,52.40166,-1.50529,0.0,52.4028821,-1.5103178
